Record,Type,Subpopulation,Indicator,Metric Category,Category,NResp,Estimate.P,StdError.P,LCB95Pct.P,UCB95Pct.P,Estimate.U,StdError.U,LCB95Pct.U,UCB95Pct.U
3857,Fed_nonFed,BLM,Lake_Drawdown_Exposure,Physical,Medium,3,23.99336857,9.83205052,4.722903653,43.26383348,94.77407957,44.10625772,8.32740294,181.2207562
3858,Fed_nonFed,BLM,Lake_Drawdown_Exposure,Physical,Large,13,24.40538016,8.738785421,7.277675467,41.53308485,96.40153007,29.44273137,38.69483699,154.1082232
3859,Fed_nonFed,BLM,Lake_Drawdown_Exposure,Physical,Total,27,100,0,100,100,395.0011409,60.91229196,275.6152424,514.3870394
3860,Fed_nonFed,DOD,Lake_Drawdown_Exposure,Physical,Small,6,99.33389505,0.781510614,97.80216239,100,1185.244716,622.6095505,0,2405.537012
3861,Fed_nonFed,DOD,Lake_Drawdown_Exposure,Physical,Large,1,0.666104951,0.781510614,0,2.197837607,7.947915189,7.232632324,0,22.12361406
3862,Fed_nonFed,DOD,Lake_Drawdown_Exposure,Physical,Total,7,100,0,100,100,1193.192632,620.4463397,0,2409.245112
3863,Fed_nonFed,Forest Service,Lake_Drawdown_Exposure,Physical,Small,50,70.04320877,9.205428739,52.00089998,88.08551756,4084.537311,1352.888392,1432.924787,6736.149835
3864,Fed_nonFed,Forest Service,Lake_Drawdown_Exposure,Physical,Medium,14,20.68450289,7.470957862,6.041694551,35.32731123,1206.207216,376.5267264,468.2283926,1944.186038
3865,Fed_nonFed,Forest Service,Lake_Drawdown_Exposure,Physical,Large,22,8.786196465,3.984602119,0.976519819,16.59587311,512.3629815,209.6675314,101.4221713,923.3037918
3866,Fed_nonFed,Forest Service,Lake_Drawdown_Exposure,Physical,Not Assessed,1,0.486091872,0.440833176,0,1.350109019,28.34622259,24.81693709,0,76.98652549
3867,Fed_nonFed,Forest Service,Lake_Drawdown_Exposure,Physical,Total,87,100,0,100,100,5831.453731,1358.702121,3168.446507,8494.460955
3868,Fed_nonFed,Non Federal,Lake_Drawdown_Exposure,Physical,Small,644,81.14127773,2.569448243,76.10525171,86.17730375,80689.49677,5975.667614,68977.40346,92401.59008
3869,Fed_nonFed,Non Federal,Lake_Drawdown_Exposure,Physical,Medium,94,12.18803631,2.393372021,7.497113351,16.87895928,12120.17538,2539.806561,7142.245995,17098.10477
3870,Fed_nonFed,Non Federal,Lake_Drawdown_Exposure,Physical,Large,115,6.512664663,1.267278238,4.028844958,8.996484368,6476.403244,1248.238189,4029.90135,8922.905137
3871,Fed_nonFed,Non Federal,Lake_Drawdown_Exposure,Physical,Not Assessed,10,0.158021293,0.056674384,0.04694154,0.269101045,157.1414568,55.13398335,49.08083512,265.2020785
3872,Fed_nonFed,Non Federal,Lake_Drawdown_Exposure,Physical,Total,863,100,0,100,100,99443.21685,6470.139834,86761.9758,112124.4579
3873,Fed_nonFed,Tribal Land - US Census,Lake_Drawdown_Exposure,Physical,Small,14,26.32953715,16.57555081,0,58.81701976,749.9169468,199.2937701,359.3083351,1140.525559
3874,Fed_nonFed,Tribal Land - US Census,Lake_Drawdown_Exposure,Physical,Medium,7,72.90313892,16.92579376,39.72919275,100,2076.424627,1514.638829,0,5045.062181
3875,Fed_nonFed,Tribal Land - US Census,Lake_Drawdown_Exposure,Physical,Large,6,0.76732393,0.500725039,0,1.748726973,21.85489306,8.492978257,5.208961552,38.50082456
3876,Fed_nonFed,Tribal Land - US Census,Lake_Drawdown_Exposure,Physical,Total,27,100,0,100,100,2848.196467,1454.397395,0,5698.76298
3877,Fed_nonFed,US FWS,Lake_Drawdown_Exposure,Physical,Small,16,96.36703278,3.170852923,90.15227525,100,1664.152346,1040.340411,0,3703.182083
3878,Fed_nonFed,US FWS,Lake_Drawdown_Exposure,Physical,Medium,2,2.765290453,2.737050965,0,8.129811768,47.75351551,36.62284044,0,119.5329638
3879,Fed_nonFed,US FWS,Lake_Drawdown_Exposure,Physical,Large,1,0.088157137,0.098465659,0,0.281146282,1.522376508,1.360931517,0,4.189753266
3880,Fed_nonFed,US FWS,Lake_Drawdown_Exposure,Physical,Not Assessed,1,0.779519625,0.820470783,0,2.38761281,13.46144398,11.50933147,0,36.01931915
3881,Fed_nonFed,US FWS,Lake_Drawdown_Exposure,Physical,Total,20,100,0,100,100,1726.889682,1038.158632,0,3761.643212
3882,Fed_nonFed,US NPS,Lake_Drawdown_Exposure,Physical,Small,5,91.67264357,7.006910395,77.93935155,100,349.1043012,139.8936805,74.91772572,623.2908766
3883,Fed_nonFed,US NPS,Lake_Drawdown_Exposure,Physical,Large,1,2.031358956,2.150934732,0,6.247113564,7.735744506,6.830193816,0,21.12267839
3884,Fed_nonFed,US NPS,Lake_Drawdown_Exposure,Physical,Not Assessed,1,6.295997473,6.379830388,0,18.80023526,23.97617994,21.05926564,0,65.25158214
3885,Fed_nonFed,US NPS,Lake_Drawdown_Exposure,Physical,Total,7,100,0,100,100,380.8162256,131.277097,123.5178435,638.1146077
3886,FS_East_West,,Lake_Drawdown_Exposure,Physical,Small,696,80.04895889,2.75134829,74.65641533,85.44150245,84841.74061,6078.454181,72928.18933,96755.29189
3887,FS_East_West,,Lake_Drawdown_Exposure,Physical,Medium,106,13.52909815,2.650989785,8.333253649,18.72494265,14339.1276,3065.42559,8331.003849,20347.25136
3888,FS_East_West,,Lake_Drawdown_Exposure,Physical,Large,137,6.238355814,1.159022913,3.966712649,8.50999898,6611.865703,1209.724234,4240.849773,8982.881633
3889,FS_East_West,,Lake_Drawdown_Exposure,Physical,Not Assessed,12,0.183587144,0.058255972,0.069407536,0.297766751,194.5790807,60.0830692,76.81842901,312.3397324
3890,FS_East_West,,Lake_Drawdown_Exposure,Physical,Total,951,100,0,100,100,105987.313,6767.357635,92723.53576,119251.0902
3891,FS_East_West,East,Lake_Drawdown_Exposure,Physical,Small,7,100,0,100,100,1441.418017,731.2302046,8.233151329,2874.602882
3892,FS_East_West,East,Lake_Drawdown_Exposure,Physical,Total,7,100,0,100,100,1441.418017,731.2302046,8.233151329,2874.602882
3893,FS_East_West,West,Lake_Drawdown_Exposure,Physical,Small,43,60.207239,12.69771187,35.32018104,85.09429695,2643.119294,1138.248387,412.1934511,4874.045138
3894,FS_East_West,West,Lake_Drawdown_Exposure,Physical,Medium,14,27.47602284,10.17828976,7.526941492,47.42510419,1206.207216,376.5267264,468.2283926,1944.186038
3895,FS_East_West,West,Lake_Drawdown_Exposure,Physical,Large,22,11.67104358,5.400898224,1.085477581,22.25660959,512.3629815,209.6675314,101.4221713,923.3037918
3896,FS_East_West,West,Lake_Drawdown_Exposure,Physical,Not Assessed,1,0.645694578,0.5906474,0,1.803342209,28.34622259,24.81693709,0,76.98652549
3897,FS_East_West,West,Lake_Drawdown_Exposure,Physical,Total,80,100,0,100,100,4390.035714,1145.152323,2145.578404,6634.493024
3898,Miss_Basins,No,Lake_Drawdown_Exposure,Physical,Small,447,79.7039418,3.56190114,72.72274385,86.68513975,55546.42443,5383.694959,44994.57621,66098.27265
3899,Miss_Basins,No,Lake_Drawdown_Exposure,Physical,Medium,60,14.11448512,3.370639325,7.508153436,20.7208168,9836.517031,2545.065538,4848.280239,14824.75382
3900,Miss_Basins,No,Lake_Drawdown_Exposure,Physical,Large,96,5.901507888,1.536375496,2.890267249,8.912748528,4112.816186,1060.043658,2035.168795,6190.463578
3901,Miss_Basins,No,Lake_Drawdown_Exposure,Physical,Not Assessed,11,0.280065196,0.091860772,0.100021392,0.460109001,195.1800616,61.28853214,75.05674592,315.3033772
3902,Miss_Basins,No,Lake_Drawdown_Exposure,Physical,Total,614,100,0,100,100,69690.93771,5909.630782,58108.27422,81273.60121
3903,Miss_Basins,Yes,Lake_Drawdown_Exposure,Physical,Small,299,79.23468707,3.84245273,71.7036181,86.76575603,33379.85349,3456.809693,26604.63099,40155.07599
3904,Miss_Basins,Yes,Lake_Drawdown_Exposure,Physical,Medium,60,13.55117964,3.775265562,6.151795103,20.95056417,5708.817788,1742.474866,2293.629807,9124.005768
3905,Miss_Basins,Yes,Lake_Drawdown_Exposure,Physical,Large,63,7.148273643,1.564981315,4.080966629,10.21558066,3011.412498,628.614963,1779.349811,4243.475186
3906,Miss_Basins,Yes,Lake_Drawdown_Exposure,Physical,Not Assessed,2,0.065859652,0.047125786,0,0.158224496,27.74524174,19.66747016,0,66.29277492
3907,Miss_Basins,Yes,Lake_Drawdown_Exposure,Physical,Total,424,100,0,100,100,42127.82902,3866.477475,34549.67242,49705.98562
2406,National,National,Lake_Habitat_Complexity,Physical,Good,396,36.65018064,3.44038738,29.90714528,43.39321599,40981.77999,4952.124163,31275.79498,50687.765
2407,National,National,Lake_Habitat_Complexity,Physical,Fair,253,28.53037666,3.008369692,22.63408041,34.42667291,31902.31532,3789.175982,24475.66687,39328.96378
2408,National,National,Lake_Habitat_Complexity,Physical,Poor,375,34.58460013,3.112472575,28.48426598,40.68493428,38672.07334,3994.679288,30842.64581,46501.50087
2409,National,National,Lake_Habitat_Complexity,Physical,Not Assessed,14,0.234842578,0.067848208,0.101862534,0.367822623,262.598075,73.6475932,118.2514448,406.9447052
2410,National,National,Lake_Habitat_Complexity,Physical,Total,1038,100,0,100,100,111818.7667,6940.455764,98215.7234,125421.8101
2411,Lake_Origin,MAN_MADE,Lake_Habitat_Complexity,Physical,Good,202,25.33660312,3.197647733,19.06932873,31.60387751,13328.54451,1654.428684,10085.92388,16571.16515
2412,Lake_Origin,MAN_MADE,Lake_Habitat_Complexity,Physical,Fair,147,39.22345752,4.596291614,30.2148915,48.23202355,20633.84729,3419.210795,13932.31727,27335.3773
2413,Lake_Origin,MAN_MADE,Lake_Habitat_Complexity,Physical,Poor,220,35.22428743,3.909106084,27.56258029,42.88599456,18530.04843,2319.281504,13984.34021,23075.75665
2414,Lake_Origin,MAN_MADE,Lake_Habitat_Complexity,Physical,Not Assessed,7,0.215651927,0.097672585,0.024217179,0.407086676,113.4456068,50.33248161,14.79575557,212.095458
2415,Lake_Origin,MAN_MADE,Lake_Habitat_Complexity,Physical,Total,576,100,0,100,100,52605.88584,4213.28412,44348.00071,60863.77097
2416,Lake_Origin,NATURAL,Lake_Habitat_Complexity,Physical,Good,194,46.70138501,5.288403129,36.33630534,57.06646468,27653.23548,4668.739624,18502.67396,36803.79699
2417,Lake_Origin,NATURAL,Lake_Habitat_Complexity,Physical,Fair,106,19.03043369,3.052471224,13.04770003,25.01316736,11268.46804,1625.716318,8082.122603,14454.81347
2418,Lake_Origin,NATURAL,Lake_Habitat_Complexity,Physical,Poor,155,34.01628937,4.722521934,24.76031646,43.27226228,20142.02491,3257.545827,13757.35241,26526.69741
2419,Lake_Origin,NATURAL,Lake_Habitat_Complexity,Physical,Not Assessed,7,0.25189193,0.095082972,0.065532728,0.438251131,149.1524682,54.12976207,43.06008405,255.2448523
2420,Lake_Origin,NATURAL,Lake_Habitat_Complexity,Physical,Total,462,100,0,100,100,59212.88089,5523.665171,48386.69609,70039.06569
2421,Size_Class,"(1,4]",Lake_Habitat_Complexity,Physical,Good,29,33.43243818,7.362926738,19.00136696,47.86350941,11415.20175,3319.810578,4908.49258,17921.91092
2422,Size_Class,"(1,4]",Lake_Habitat_Complexity,Physical,Fair,28,33.62239541,7.040245439,19.82376791,47.42102291,11480.06091,2695.6754,6196.634217,16763.48761
2423,Size_Class,"(1,4]",Lake_Habitat_Complexity,Physical,Poor,30,32.94516641,5.95308786,21.27732861,44.61300421,11248.82723,1670.981122,7973.764418,14523.89005
2424,Size_Class,"(1,4]",Lake_Habitat_Complexity,Physical,Total,87,100,0,100,100,34144.0899,3797.615281,26700.90072,41587.27907
2425,Size_Class,"(10,20]",Lake_Habitat_Complexity,Physical,Good,76,36.3488434,4.350827652,27.8213779,44.8763089,4094.168256,495.2467087,3123.502543,5064.833968
2426,Size_Class,"(10,20]",Lake_Habitat_Complexity,Physical,Fair,41,26.76371066,4.297101925,18.34154565,35.18587567,3014.542537,480.3124537,2073.147426,3955.937647
2427,Size_Class,"(10,20]",Lake_Habitat_Complexity,Physical,Poor,56,36.88744594,5.239206518,26.61878986,47.15610203,4154.833995,736.6675438,2710.99214,5598.675849
2428,Size_Class,"(10,20]",Lake_Habitat_Complexity,Physical,Total,173,100,0,100,100,11263.54479,726.5447748,9839.543195,12687.54638
2429,Size_Class,"(20,50]",Lake_Habitat_Complexity,Physical,Good,76,23.42053421,5.465373072,12.70859983,34.1324686,4531.881032,884.9385217,2797.433401,6266.328663
2430,Size_Class,"(20,50]",Lake_Habitat_Complexity,Physical,Fair,59,26.59799621,5.661239397,15.50217088,37.69382153,5146.720967,989.6005032,3207.139621,7086.302312
2431,Size_Class,"(20,50]",Lake_Habitat_Complexity,Physical,Poor,89,49.83497772,8.623590619,32.93305069,66.73690475,9643.084491,2802.256098,4150.763464,15135.40552
2432,Size_Class,"(20,50]",Lake_Habitat_Complexity,Physical,Not Assessed,1,0.146491859,0.130395916,0,0.402063158,28.34622259,24.88937761,0,77.1285063
2433,Size_Class,"(20,50]",Lake_Habitat_Complexity,Physical,Total,225,100,0,100,100,19350.03271,2810.125172,13842.28858,24857.77684
2434,Size_Class,"(4,10]",Lake_Habitat_Complexity,Physical,Good,67,53.45186405,7.037840149,39.65795083,67.24577727,15209.4242,3371.137756,8602.115615,21816.73279
2435,Size_Class,"(4,10]",Lake_Habitat_Complexity,Physical,Fair,37,26.38334897,5.979388975,14.66396193,38.10273602,7507.232041,1809.509724,3960.658152,11053.80593
2436,Size_Class,"(4,10]",Lake_Habitat_Complexity,Physical,Poor,37,20.02536134,4.292479903,11.61225533,28.43846735,5698.102786,1124.978143,3493.186141,7903.01943
2437,Size_Class,"(4,10]",Lake_Habitat_Complexity,Physical,Not Assessed,1,0.139425633,0.126666238,0,0.387686897,39.67277165,35.47289202,0,109.1983624
2438,Size_Class,"(4,10]",Lake_Habitat_Complexity,Physical,Total,142,100,0,100,100,28454.4318,3746.771091,21110.89541,35797.9682
2439,Size_Class,>50,Lake_Habitat_Complexity,Physical,Good,148,30.8013498,3.765016638,23.42205278,38.18064681,5731.104752,547.6200438,4657.789189,6804.420315
2440,Size_Class,>50,Lake_Habitat_Complexity,Physical,Fair,88,25.54868494,5.203001905,15.35098859,35.74638128,4753.758865,1147.516798,2504.66727,7002.85046
2441,Size_Class,>50,Lake_Habitat_Complexity,Physical,Poor,163,42.60421604,5.174894473,32.46160925,52.74682284,7927.224833,1254.131187,5469.172876,10385.27679
2442,Size_Class,>50,Lake_Habitat_Complexity,Physical,Not Assessed,12,1.045749221,0.33207959,0.394885185,1.696613257,194.5790807,59.20357438,78.54220719,310.6159543
2443,Size_Class,>50,Lake_Habitat_Complexity,Physical,Total,411,100,0,100,100,18606.66753,1533.515375,15601.03263,21612.30244
2444,WSA3_Ecoregions,EHIGH,Lake_Habitat_Complexity,Physical,Good,77,43.87123979,8.93296211,26.36295578,61.3795238,10840.42138,3618.781919,3747.739155,17933.10361
2445,WSA3_Ecoregions,EHIGH,Lake_Habitat_Complexity,Physical,Fair,51,28.27150955,5.845263425,16.81500376,39.72801535,6985.785635,1189.627879,4654.157838,9317.413432
2446,WSA3_Ecoregions,EHIGH,Lake_Habitat_Complexity,Physical,Poor,58,27.55843565,5.705483984,16.37589253,38.74097878,6809.587706,1276.555677,4307.584556,9311.590857
2447,WSA3_Ecoregions,EHIGH,Lake_Habitat_Complexity,Physical,Not Assessed,2,0.298815006,0.200890577,0,0.692553302,73.83608473,48.20594441,0,168.3179996
2448,WSA3_Ecoregions,EHIGH,Lake_Habitat_Complexity,Physical,Total,188,100,0,100,100,24709.63081,3876.270619,17112.28,32306.98162
2449,WSA3_Ecoregions,PLNLOW,Lake_Habitat_Complexity,Physical,Good,202,31.81608308,3.61477745,24.73124947,38.9009167,24440.36725,3107.719623,18349.34871,30531.38578
2450,WSA3_Ecoregions,PLNLOW,Lake_Habitat_Complexity,Physical,Fair,137,28.21981971,3.658929325,21.04845001,35.3911894,21677.80224,3264.835029,15278.84317,28076.76131
2451,WSA3_Ecoregions,PLNLOW,Lake_Habitat_Complexity,Physical,Poor,240,39.84529051,3.886150008,32.22857646,47.46200457,30608.21568,3767.749728,23223.56191,37992.86945
2452,WSA3_Ecoregions,PLNLOW,Lake_Habitat_Complexity,Physical,Not Assessed,8,0.118806696,0.040712189,0.039012272,0.19860112,91.26451158,30.20816382,32.05759846,150.4714247
2453,WSA3_Ecoregions,PLNLOW,Lake_Habitat_Complexity,Physical,Total,587,100,0,100,100,76817.64968,5394.864774,66243.90902,87391.39034
2454,WSA3_Ecoregions,WMTNS,Lake_Habitat_Complexity,Physical,Good,117,55.39521921,6.935081162,41.80270991,68.98772852,5700.991363,1326.338439,3101.415791,8300.566935
2455,WSA3_Ecoregions,WMTNS,Lake_Habitat_Complexity,Physical,Fair,65,31.4699682,6.007271641,19.69593214,43.24400427,3238.727447,598.1376193,2066.399256,4411.055639
2456,WSA3_Ecoregions,WMTNS,Lake_Habitat_Complexity,Physical,Poor,77,12.18745205,2.749727921,6.798084359,17.57681975,1254.269951,220.1785333,822.7279555,1685.811946
2457,WSA3_Ecoregions,WMTNS,Lake_Habitat_Complexity,Physical,Not Assessed,4,0.947360531,0.486341666,0,1.900572679,97.49747866,48.03655535,3.347560228,191.6473971
2458,WSA3_Ecoregions,WMTNS,Lake_Habitat_Complexity,Physical,Total,263,100,0,100,100,10291.48624,1377.764648,7591.117151,12991.85533
2459,WSA3_by_Lake_Origin,EHIGH_MAN_MADE,Lake_Habitat_Complexity,Physical,Good,48,23.42173869,4.557236041,14.48972018,32.3537572,3047.960648,565.2286652,1940.132821,4155.788474
2460,WSA3_by_Lake_Origin,EHIGH_MAN_MADE,Lake_Habitat_Complexity,Physical,Fair,30,36.15717103,6.688909666,23.04714899,49.26719307,4705.271281,1075.732345,2596.874629,6813.667934
2461,WSA3_by_Lake_Origin,EHIGH_MAN_MADE,Lake_Habitat_Complexity,Physical,Poor,43,40.0271487,6.864915589,26.57216139,53.48213601,5208.886312,1205.48374,2846.181598,7571.591026
2462,WSA3_by_Lake_Origin,EHIGH_MAN_MADE,Lake_Habitat_Complexity,Physical,Not Assessed,1,0.393941576,0.343866234,0,1.06790701,51.26512757,44.23833291,0,137.9706668
2463,WSA3_by_Lake_Origin,EHIGH_MAN_MADE,Lake_Habitat_Complexity,Physical,Total,122,100,0,100,100,13013.38337,1610.111655,9857.622513,16169.14422
2464,WSA3_by_Lake_Origin,EHIGH_NATURAL,Lake_Habitat_Complexity,Physical,Good,29,66.6235968,11.30855145,44.45924323,88.78795036,7792.460736,3524.70232,884.1711327,14700.75034
2465,WSA3_by_Lake_Origin,EHIGH_NATURAL,Lake_Habitat_Complexity,Physical,Fair,21,19.49782924,7.413534523,4.967568576,34.0280899,2280.514353,512.9423337,1275.165853,3285.862854
2466,WSA3_by_Lake_Origin,EHIGH_NATURAL,Lake_Habitat_Complexity,Physical,Poor,15,13.68559791,5.11044913,3.669301666,23.70189414,1600.701395,364.794034,885.7182263,2315.684563
2467,WSA3_by_Lake_Origin,EHIGH_NATURAL,Lake_Habitat_Complexity,Physical,Not Assessed,1,0.192976057,0.172521239,0,0.531111473,22.57095716,19.02678279,0,59.86276617
2468,WSA3_by_Lake_Origin,EHIGH_NATURAL,Lake_Habitat_Complexity,Physical,Total,66,100,0,100,100,11696.24744,3442.820169,4948.443905,18444.05098
2469,WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,Lake_Habitat_Complexity,Physical,Good,104,25.99138607,4.222087952,17.71624574,34.26652639,9288.136377,1525.445404,6298.318325,12277.95443
2470,WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,Lake_Habitat_Complexity,Physical,Fair,78,39.53809806,5.803102249,28.16422665,50.91196947,14129.11362,2917.523126,8410.87337,19847.35387
2471,WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,Lake_Habitat_Complexity,Physical,Poor,117,34.31191093,4.831378404,24.84258327,43.7812386,12261.51261,1922.230285,8494.010485,16029.01474
2472,WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,Lake_Habitat_Complexity,Physical,Not Assessed,5,0.158604941,0.071834642,0.01781163,0.299398252,56.67817473,24.81734489,8.037072563,105.3192769
2473,WSA3_by_Lake_Origin,PLNLOW_MAN_MADE,Lake_Habitat_Complexity,Physical,Total,304,100,0,100,100,35735.44079,3591.689869,28695.858,42775.02357
2474,WSA3_by_Lake_Origin,PLNLOW_NATURAL,Lake_Habitat_Complexity,Physical,Good,98,36.88270732,5.559605252,25.98608126,47.77933339,15152.23087,2746.090601,9769.992192,20534.46954
2475,WSA3_by_Lake_Origin,PLNLOW_NATURAL,Lake_Habitat_Complexity,Physical,Fair,59,18.37459286,3.710826818,11.10150594,25.64767977,7548.688621,1492.755376,4622.941846,10474.4354
2476,WSA3_by_Lake_Origin,PLNLOW_NATURAL,Lake_Habitat_Complexity,Physical,Poor,123,44.65851171,5.71752635,33.45236598,55.86465743,18346.70307,3224.326423,12027.1394,24666.26673
2477,WSA3_by_Lake_Origin,PLNLOW_NATURAL,Lake_Habitat_Complexity,Physical,Not Assessed,3,0.084188114,0.043775822,0,0.169987149,34.58633685,17.29541421,0.68794791,68.48472579
2478,WSA3_by_Lake_Origin,PLNLOW_NATURAL,Lake_Habitat_Complexity,Physical,Total,283,100,0,100,100,41082.20889,4083.763211,33078.18008,49086.23771
2479,WSA3_by_Lake_Origin,WMTNS_MAN_MADE,Lake_Habitat_Complexity,Physical,Good,50,25.73066155,5.584442646,14.78535509,36.67596801,992.447488,222.5724297,556.2135419,1428.681434
2480,WSA3_by_Lake_Origin,WMTNS_MAN_MADE,Lake_Habitat_Complexity,Physical,Fair,39,46.65371034,7.641141054,31.67734908,61.63007161,1799.462386,447.787305,921.8153959,2677.109377
2481,WSA3_by_Lake_Origin,WMTNS_MAN_MADE,Lake_Habitat_Complexity,Physical,Poor,60,27.47297277,5.844401819,16.01815569,38.92778985,1059.649507,216.3317857,635.6469979,1483.652015
2482,WSA3_by_Lake_Origin,WMTNS_MAN_MADE,Lake_Habitat_Complexity,Physical,Not Assessed,1,0.14265534,0.121325471,0,0.380448893,5.502304477,4.629135971,0,14.57524426
2483,WSA3_by_Lake_Origin,WMTNS_MAN_MADE,Lake_Habitat_Complexity,Physical,Total,150,100,0,100,100,3857.061685,490.7917384,2895.127554,4818.995817
2484,WSA3_by_Lake_Origin,WMTNS_NATURAL,Lake_Habitat_Complexity,Physical,Good,67,73.17738883,7.329419247,58.81199107,87.54278658,4708.543875,1272.114735,2215.244809,7201.84294
2485,WSA3_by_Lake_Origin,WMTNS_NATURAL,Lake_Habitat_Complexity,Physical,Fair,26,22.36820167,6.798619736,9.043151848,35.6932515,1439.265061,394.211248,666.6252125,2211.904909
2486,WSA3_by_Lake_Origin,WMTNS_NATURAL,Lake_Habitat_Complexity,Physical,Poor,17,3.02467521,1.056745042,0.953492986,5.095857434,194.6204444,53.10453614,90.53746615,298.7034226
2487,WSA3_by_Lake_Origin,WMTNS_NATURAL,Lake_Habitat_Complexity,Physical,Not Assessed,3,1.42973429,0.801485997,0,3.000617977,91.99517418,47.69229455,0,185.4703538
2488,WSA3_by_Lake_Origin,WMTNS_NATURAL,Lake_Habitat_Complexity,Physical,Total,113,100,0,100,100,6434.424554,1288.482252,3909.045745,8959.803363
2489,WSA9_Ecoregions,CPL,Lake_Habitat_Complexity,Physical,Good,34,20.46217401,4.929897821,10.79975183,30.12459618,5100.885375,1210.933722,2727.498892,7474.271858
2490,WSA9_Ecoregions,CPL,Lake_Habitat_Complexity,Physical,Fair,32,35.20359495,7.078900461,21.329205,49.07798491,8775.680559,2275.219518,4316.332246,13235.02887
2491,WSA9_Ecoregions,CPL,Lake_Habitat_Complexity,Physical,Poor,55,44.12576122,6.685651816,31.02212445,57.22939799,10999.83071,2103.738704,6876.578619,15123.0828
2492,WSA9_Ecoregions,CPL,Lake_Habitat_Complexity,Physical,Not Assessed,5,0.208469816,0.089963348,0.032144893,0.384794738,51.96811605,20.79996786,11.20092816,92.73530394
2493,WSA9_Ecoregions,CPL,Lake_Habitat_Complexity,Physical,Total,126,100,0,100,100,24928.36476,3057.060624,18936.63604,30920.09348
2494,WSA9_Ecoregions,NAP,Lake_Habitat_Complexity,Physical,Good,40,52.22167352,11.74520823,29.20148839,75.24185864,8164.344749,3593.547225,1121.12161,15207.56789
2495,WSA9_Ecoregions,NAP,Lake_Habitat_Complexity,Physical,Fair,35,29.94590019,8.207326464,13.85983591,46.03196447,4681.746801,797.4024331,3118.866751,6244.626851
2496,WSA9_Ecoregions,NAP,Lake_Habitat_Complexity,Physical,Poor,23,17.68805547,5.22711903,7.443090433,27.93302052,2765.353408,582.8497996,1622.988792,3907.718024
2497,WSA9_Ecoregions,NAP,Lake_Habitat_Complexity,Physical,Not Assessed,1,0.144370821,0.127119063,0,0.393519606,22.57095716,19.15157898,0,60.10736222
2498,WSA9_Ecoregions,NAP,Lake_Habitat_Complexity,Physical,Total,99,100,0,100,100,15634.01592,3608.66191,8561.168539,22706.86329
2499,WSA9_Ecoregions,NPL,Lake_Habitat_Complexity,Physical,Good,12,22.25045564,7.151286167,8.234192308,36.26671897,609.7681484,223.5340666,171.6494285,1047.886868
2500,WSA9_Ecoregions,NPL,Lake_Habitat_Complexity,Physical,Fair,11,15.13599663,5.877303561,3.61669332,26.65529993,414.798186,172.9166779,75.88772501,753.708647
2501,WSA9_Ecoregions,NPL,Lake_Habitat_Complexity,Physical,Poor,52,61.86832964,7.963181253,46.26078119,77.4758781,1695.486035,300.8812407,1105.76964,2285.202431
2502,WSA9_Ecoregions,NPL,Lake_Habitat_Complexity,Physical,Not Assessed,1,0.745218091,0.696660905,0,2.110648374,20.42251461,18.77630279,0,57.22339184
2503,WSA9_Ecoregions,NPL,Lake_Habitat_Complexity,Physical,Total,76,100,0,100,100,2740.474884,381.9004724,1991.963713,3488.986056
2504,WSA9_Ecoregions,SAP,Lake_Habitat_Complexity,Physical,Good,37,29.48644985,6.434657315,16.87475326,42.09814644,2676.076635,552.6077673,1592.985313,3759.167956
2505,WSA9_Ecoregions,SAP,Lake_Habitat_Complexity,Physical,Fair,16,25.38713751,7.864121057,9.973743471,40.80053155,2304.038833,834.6686151,668.1184086,3939.959258
2506,WSA9_Ecoregions,SAP,Lake_Habitat_Complexity,Physical,Poor,35,44.56154592,8.524626466,27.85358506,61.26950677,4044.234298,1125.039268,1839.197853,6249.270744
2507,WSA9_Ecoregions,SAP,Lake_Habitat_Complexity,Physical,Not Assessed,1,0.564866713,0.496627247,0,1.53823823,51.26512757,44.23833291,0,137.9706668
2508,WSA9_Ecoregions,SAP,Lake_Habitat_Complexity,Physical,Total,89,100,0,100,100,9075.614894,1449.390152,6234.862396,11916.36739
2509,WSA9_Ecoregions,SPL,Lake_Habitat_Complexity,Physical,Good,30,21.00468863,8.863091652,3.633348202,38.37602906,1624.525911,718.3768848,216.5330893,3032.518733
2510,WSA9_Ecoregions,SPL,Lake_Habitat_Complexity,Physical,Fair,25,47.79345222,13.00240188,22.30921283,73.27769161,3696.398593,1693.976272,376.2661101,7016.531076
2511,WSA9_Ecoregions,SPL,Lake_Habitat_Complexity,Physical,Poor,34,31.10183802,9.310862191,12.85288346,49.35079258,2405.450642,587.2990207,1254.365713,3556.53557
2512,WSA9_Ecoregions,SPL,Lake_Habitat_Complexity,Physical,Not Assessed,1,0.100021122,0.093084574,0,0.282463534,7.735744506,6.873331724,0,21.20722714
2513,WSA9_Ecoregions,SPL,Lake_Habitat_Complexity,Physical,Total,90,100,0,100,100,7734.11089,1882.851019,4043.790704,11424.43108
2514,WSA9_Ecoregions,TPL,Lake_Habitat_Complexity,Physical,Good,68,47.26114645,8.358020275,30.87972773,63.64256517,7140.278361,2032.275834,3157.090921,11123.4658
